the 0th hypergraph
150 668 685 731 
78 644 674 948 
109 752 908 984 
187 208 573 685 
447 528 759 878 
87 337 875 970 
82 201 366 652 
318 586 635 709 
21 264 405 858 
98 849 901 923 
71 103 207 819 
71 111 554 630 
166 189 509 677 
31 162 290 840 
368 386 430 596 
140 164 555 689 
89 117 193 267 
238 327 718 935 
297 373 446 984 
380 556 810 816 
2 138 572 740 
219 303 306 680 
83 328 404 608 
80 405 723 937 
92 122 485 717 
211 379 904 949 
181 419 428 676 
419 639 819 861 
40 435 443 889 
301 482 637 787 
92 93 116 507 
364 394 749 867 
272 598 686 797 
151 189 524 886 
157 177 226 227 
210 568 912 969 
21 452 719 970 
114 241 247 469 
158 159 219 380 
219 251 798 981 
166 245 606 848 
468 476 562 729 
298 412 811 960 
44 175 193 991 
234 292 388 780 
119 793 857 859 
361 410 461 811 
366 519 717 996 
37 50 593 715 
87 543 605 779 
15 130 356 644 
39 346 350 643 
174 219 593 656 
33 44 590 872 
46 713 785 834 
395 503 633 771 
116 394 846 929 
8 306 393 938 
203 343 833 926 
92 471 702 788 
41 203 370 731 
205 416 438 588 
37 68 520 983 
11 293 537 676 
201 271 503 794 
296 453 932 947 
477 483 769 774 
97 237 483 859 
411 654 806 841 
91 649 931 934 
168 701 727 959 
39 258 472 520 
359 584 771 978 
528 598 763 771 
22 429 689 917 
397 510 608 808 
313 383 939 997 
226 591 861 926 
237 417 673 797 
33 276 279 305 
188 617 804 847 
227 320 503 518 
157 568 686 848 
141 715 857 954 
146 577 593 768 
54 156 349 756 
310 436 466 818 
209 287 567 708 
75 150 166 272 
23 222 241 662 
68 129 203 408 
332 340 508 999 
439 517 595 723 
81 348 406 647 
71 96 545 984 
47 330 662 997 
69 227 344 962 
63 88 832 932 
84 310 808 880 
34 99 559 676 
47 483 834 846 
74 300 446 974 
127 574 784 987 
140 476 587 614 
55 101 102 907 
321 340 392 397 
298 716 827 931 
70 167 312 718 
138 286 297 675 
138 443 584 599 
41 408 475 496 
15 110 368 448 
85 252 755 775 
584 605 606 841 
45 352 484 573 
180 260 474 537 
26 502 638 913 
42 301 694 920 
210 271 275 464 
79 843 844 876 
424 544 675 677 
413 417 571 899 
223 721 859 958 
81 287 627 941 
79 331 523 768 
188 190 250 417 
0 132 745 803 
20 259 497 560 
21 271 327 579 
46 53 239 892 
114 205 622 907 
18 331 376 628 
304 737 849 922 
496 634 775 830 
65 296 906 907 
129 464 505 997 
295 357 493 597 
0 262 548 615 
481 521 603 790 
26 211 509 732 
251 586 587 820 
46 324 414 694 
427 441 762 882 
467 653 672 722 
179 300 354 691 
308 564 565 631 
216 554 656 915 
45 490 736 856 
11 307 740 989 
2 573 707 884 
50 654 703 835 
96 386 404 484 
211 431 833 883 
176 355 712 828 
95 353 882 916 
268 533 574 875 
202 332 552 991 
285 609 715 901 
532 809 823 875 
149 374 764 819 
14 104 134 322 
73 76 766 839 
362 484 516 718 
9 413 538 716 
61 213 689 896 
397 431 878 994 
2 85 206 353 
59 193 257 387 
8 113 377 579 
287 458 815 962 
108 182 803 829 
98 525 866 963 
88 158 272 742 
14 64 237 874 
248 558 747 946 
178 451 639 840 
349 891 968 985 
319 354 408 503 
73 233 455 470 
307 439 817 927 
16 581 765 943 
179 193 724 725 
46 80 367 474 
19 145 202 222 
40 177 476 771 
5 134 180 509 
108 688 860 978 
291 410 682 735 
70 506 549 702 
336 414 469 709 
378 430 822 891 
135 219 431 620 
53 154 593 929 
6 70 727 953 
390 456 522 976 
415 690 911 920 
56 71 365 609 
438 488 592 911 
1 15 349 866 
309 454 766 980 
112 311 417 533 
116 738 770 892 
756 810 937 940 
255 517 624 687 
549 665 783 936 
21 44 94 952 
463 824 826 979 
136 169 564 681 
65 331 549 749 
144 405 659 804 
139 328 410 874 
24 67 144 668 
235 550 565 918 
279 341 563 871 
78 128 557 612 
168 355 360 687 
16 129 579 804 
251 600 630 662 
305 471 620 968 
397 569 573 985 
251 699 736 880 
9 100 139 406 
61 98 807 859 
252 285 481 928 
231 692 992 993 
64 151 748 830 
155 167 587 958 
406 613 651 995 
427 564 736 961 
137 436 717 974 
143 528 568 783 
256 272 381 663 
6 377 895 898 
0 364 534 626 
513 689 905 974 
128 445 579 629 
179 189 829 944 
124 137 289 725 
173 436 439 954 
384 428 511 983 
93 599 672 823 
60 118 517 614 
423 493 820 959 
362 394 504 999 
102 272 739 743 
41 359 509 602 
632 740 966 992 
53 270 438 667 
80 443 957 980 
109 192 562 648 
106 145 347 474 
21 498 559 839 
38 71 111 914 
43 353 549 752 
85 351 600 612 
308 600 658 758 
384 640 881 942 
597 608 640 749 
28 326 495 853 
67 82 215 990 
501 592 676 919 
57 91 127 522 
116 347 507 861 
26 109 557 764 
85 291 584 643 
141 346 539 543 
49 197 275 374 
82 106 377 701 
230 579 758 974 
30 484 821 901 
40 299 408 712 
287 291 626 726 
37 38 775 893 
132 642 669 779 
91 129 430 738 
28 146 700 798 
29 199 217 881 
254 421 720 793 
20 31 441 622 
67 463 520 539 
207 430 531 549 
234 274 510 581 
44 559 940 975 
48 173 557 882 
301 425 719 819 
204 472 539 570 
487 494 929 971 
194 200 218 240 
244 547 604 677 
174 275 374 960 
117 674 903 977 
148 517 674 870 
673 724 763 785 
52 601 639 993 
90 529 907 996 
322 337 344 931 
51 233 565 926 
113 464 555 767 
211 498 748 958 
162 450 816 951 
40 154 610 673 
285 521 854 975 
184 555 874 903 
448 710 869 889 
155 517 769 851 
157 342 625 899 
289 299 494 691 
62 354 380 448 
491 793 913 980 
176 434 686 907 
116 245 504 554 
182 367 372 403 
231 389 444 990 
387 478 893 921 
20 404 478 877 
54 90 427 734 
41 42 230 624 
170 231 777 908 
245 311 622 917 
196 592 728 966 
42 209 376 944 
157 309 396 850 
37 618 781 913 
203 388 459 893 
116 226 439 904 
603 625 824 872 
149 271 413 588 
239 310 914 936 
96 174 658 871 
438 590 596 737 
66 204 683 796 
299 346 445 648 
140 475 491 710 
235 377 455 571 
431 514 571 708 
187 562 611 849 
64 233 472 921 
33 678 684 897 
256 469 538 589 
321 743 756 789 
216 531 946 977 
238 334 549 689 
164 321 854 988 
88 475 515 685 
94 260 327 574 
200 501 676 881 
403 535 689 789 
583 646 833 865 
264 289 586 928 
361 477 647 974 
341 601 772 903 
60 144 475 765 
381 415 540 888 
261 480 888 920 
86 92 203 719 
26 31 251 361 
875 913 922 992 
222 336 630 994 
376 452 460 853 
2 598 882 974 
25 320 390 617 
117 353 705 735 
29 41 314 383 
185 491 726 779 
555 584 642 911 
435 612 727 735 
244 463 541 845 
134 482 681 793 
3 11 504 953 
484 803 895 996 
259 581 688 892 
81 116 134 341 
90 139 470 875 
200 378 829 844 
107 585 647 806 
169 626 768 816 
168 542 899 994 
591 838 913 915 
37 116 149 267 
270 331 456 666 
73 225 281 705 
37 137 494 969 
173 347 821 878 
186 255 678 957 
234 307 443 634 
205 346 485 530 
288 664 834 944 
0 239 371 566 
390 711 743 880 
307 310 385 998 
281 313 353 603 
361 617 726 852 
73 590 625 755 
55 177 484 673 
35 52 286 379 
452 480 742 891 
27 165 545 956 
776 803 960 962 
459 517 727 797 
129 197 441 768 
26 465 542 892 
522 580 670 749 
104 471 687 961 
195 510 541 864 
149 674 874 984 
29 347 455 991 
785 861 985 990 
167 253 912 999 
320 535 671 705 
97 380 424 627 
116 231 477 819 
111 466 498 756 
288 426 540 546 
479 522 766 905 
10 269 382 868 
84 384 733 932 
308 583 852 956 
39 536 805 829 
157 377 500 794 
204 759 833 925 
93 409 546 955 
110 330 369 907 
110 179 367 532 
166 270 614 996 
319 393 732 910 
5 514 538 941 
452 532 562 612 
432 478 670 689 
217 473 776 860 
38 289 362 526 
373 721 862 969 
270 671 732 991 
420 489 855 870 
81 292 602 699 
349 662 713 861 
56 111 223 957 
564 635 718 854 
236 259 289 732 
167 542 626 631 
99 165 236 693 
486 496 512 710 
252 425 770 958 
170 312 425 849 
114 704 782 833 
554 871 924 949 
127 502 667 866 
320 513 609 842 
219 630 635 894 
50 553 646 930 
28 137 228 924 
100 227 547 995 
11 758 800 803 
23 32 103 309 
170 175 715 846 
368 499 875 963 
456 654 668 837 
323 384 753 872 
171 611 721 931 
381 592 823 853 
7 215 334 754 
35 58 300 698 
318 667 752 958 
350 508 592 809 
295 510 701 746 
29 618 969 972 
207 266 598 706 
209 586 697 819 
74 100 399 431 
133 434 564 889 
330 397 616 928 
295 450 887 905 
461 682 825 832 
416 497 717 978 
107 334 339 716 
107 210 469 635 
121 568 690 751 
142 833 881 919 
396 419 644 678 
338 377 813 899 
60 347 560 785 
370 739 977 990 
90 116 515 565 
6 299 385 476 
135 203 536 743 
62 568 828 972 
443 609 626 896 
35 478 859 883 
64 206 567 956 
133 550 944 993 
118 282 563 755 
146 169 331 792 
9 313 943 966 
82 361 572 880 
56 400 836 878 
357 365 607 673 
11 649 688 898 
76 234 376 663 
232 251 524 531 
473 484 611 662 
92 122 463 485 
55 121 149 708 
6 58 275 423 
279 673 817 860 
276 412 426 840 
582 589 918 942 
198 736 809 985 
579 603 611 907 
353 594 656 863 
782 860 893 934 
513 556 670 764 
10 560 808 855 
17 101 712 718 
13 465 467 617 
70 594 597 692 
393 566 592 875 
613 742 784 802 
411 449 571 894 
316 365 384 456 
151 491 606 747 
247 314 332 504 
94 231 320 915 
118 405 695 773 
15 139 672 845 
63 471 648 774 
10 79 801 905 
503 681 761 973 
16 55 182 484 
215 300 342 445 
177 344 730 791 
167 328 351 591 
82 86 419 842 
331 362 613 853 
228 599 929 999 
272 340 683 692 
19 570 599 794 
40 80 199 308 
91 164 655 890 
92 350 652 915 
55 269 540 954 
399 452 476 937 
207 536 673 915 
272 338 500 862 
160 218 525 694 
302 855 927 997 
249 588 621 874 
40 259 456 906 
3 163 645 648 
86 88 388 862 
629 662 745 811 
255 562 649 921 
206 382 484 857 
307 535 643 855 
72 771 791 921 
151 282 381 680 
183 189 428 690 
23 221 434 451 
258 405 479 830 
104 394 676 890 
73 336 670 836 
247 535 936 951 
165 208 318 456 
57 407 540 978 
346 820 840 917 
126 387 633 789 
69 602 727 859 
206 511 603 688 
80 634 827 991 
36 295 751 873 
23 182 426 714 
267 313 710 805 
45 222 745 996 
308 365 538 853 
28 147 341 871 
60 268 616 788 
367 379 451 792 
317 490 808 920 
36 429 562 853 
374 479 845 948 
150 324 369 461 
147 517 826 828 
286 325 441 787 
303 729 772 976 
491 829 949 954 
7 46 651 748 
309 348 517 945 
257 456 692 719 
16 554 882 966 
537 692 786 825 
9 81 494 932 
233 343 507 950 
404 520 655 809 
378 725 853 953 
783 952 956 987 
117 166 295 670 
437 507 877 981 
6 118 561 600 
176 791 796 913 
41 53 450 887 
122 612 897 941 
401 531 784 836 
50 804 808 894 
311 507 578 930 
295 415 444 970 
145 457 478 846 
299 395 583 928 
335 555 672 927 
383 561 791 910 
302 572 695 943 
82 356 761 994 
118 313 640 908 
20 382 439 943 
541 700 710 711 
6 529 772 797 
188 552 600 743 
29 62 704 730 
596 700 805 935 
186 523 831 929 
44 231 714 771 
24 158 447 496 
65 334 382 899 
258 268 477 906 
48 102 874 876 
30 572 818 957 
61 327 436 912 
76 183 892 994 
138 333 381 529 
20 618 632 944 
85 154 181 392 
394 633 743 777 
611 706 836 902 
232 333 560 691 
443 494 524 736 
168 492 641 814 
302 347 399 568 
148 354 452 645 
94 757 790 903 
138 504 613 759 
232 517 783 844 
251 279 458 848 
84 327 453 931 
164 250 465 614 
203 412 497 766 
15 49 122 997 
833 834 876 895 
46 130 621 881 
231 404 690 843 
239 498 738 965 
61 78 585 751 
207 309 633 688 
83 443 451 667 
80 164 290 504 
218 499 628 996 
506 644 834 967 
565 601 660 825 
139 309 419 564 
11 444 637 848 
56 181 336 635 
310 523 782 797 
275 280 638 662 
51 209 560 647 
173 253 377 529 
466 553 649 791 
374 522 638 921 
7 583 816 889 
263 338 374 653 
46 375 793 797 
398 533 608 726 
592 635 745 956 
125 197 442 884 
465 501 551 916 
16 169 240 354 
293 644 751 995 
158 213 325 476 
198 526 744 756 
208 324 766 833 
206 246 482 784 
54 353 398 564 
311 312 410 833 
27 608 734 927 
479 659 697 728 
124 161 360 827 
119 339 768 872 
233 408 420 986 
150 333 424 600 
217 253 285 767 
278 749 885 941 
260 399 482 949 
66 178 202 775 
336 525 743 911 
243 394 794 805 
185 660 724 909 
64 176 789 860 
197 341 368 622 
183 267 460 662 
75 320 846 947 
1 14 271 419 
216 505 708 992 
281 468 725 838 
278 577 753 902 
370 537 684 995 
607 610 704 907 
58 464 665 808 
89 506 511 889 
559 600 641 795 
146 261 307 590 
266 688 926 930 
81 317 457 659 
475 544 604 752 
197 450 520 741 
214 364 491 875 
186 329 696 747 
218 503 709 990 
129 380 651 686 
23 62 722 985 
613 636 701 819 
164 674 702 876 
220 720 891 932 
16 417 518 984 
91 334 347 830 
191 441 634 835 
510 517 910 914 
22 312 373 642 
240 261 353 445 
2 93 594 989 
188 304 603 664 
397 764 791 984 
143 543 785 829 
318 498 512 871 
275 494 500 502 
312 495 739 966 
49 93 637 681 
25 433 717 863 
175 265 394 618 
17 272 663 896 
53 157 258 802 
52 194 877 958 
49 56 120 788 
123 493 568 818 
184 408 674 810 
488 591 609 637 
220 669 693 989 
71 266 488 730 
56 115 218 847 
356 573 711 946 
108 340 566 638 
199 507 586 969 
9 231 286 990 
96 342 718 781 
108 145 466 832 
168 428 809 898 
163 584 791 895 
187 440 536 953 
136 146 692 918 
113 203 725 830 
137 656 749 755 
252 334 452 633 
147 148 252 510 
125 156 437 915 
409 554 696 723 
135 393 898 934 
168 494 699 903 
32 758 823 985 
569 606 837 981 
133 384 392 913 
252 299 781 873 
151 186 561 949 
231 255 715 931 
257 567 796 954 
81 378 914 940 
3 50 104 601 
195 430 529 846 
24 354 465 861 
201 338 873 931 
343 457 656 958 
239 514 586 652 
137 465 576 633 
98 609 675 837 
428 560 736 772 
198 199 691 770 
295 391 803 984 
265 814 853 877 
446 557 825 919 
229 330 429 795 
86 803 855 986 
246 264 773 823 
490 502 532 583 
234 311 416 443 
232 552 686 843 
100 645 778 920 
171 190 655 884 
690 788 863 972 
588 786 788 791 
222 454 527 685 
80 289 508 923 
115 460 523 990 
544 713 820 839 
64 483 710 845 
477 547 737 858 
712 861 891 910 
287 435 739 989 
226 430 724 877 
421 518 555 828 
216 346 766 788 
205 278 416 664 
173 209 414 866 
364 473 581 853 
504 700 873 882 
184 301 529 867 
17 442 531 575 
339 423 711 779 
3 189 268 636 
384 517 643 686 
251 436 440 527 
37 48 242 943 
235 242 461 707 
44 144 611 807 
58 362 389 553 
209 242 651 653 
115 357 769 917 
195 255 392 938 
139 162 847 880 
338 473 567 748 
516 530 718 877 
259 296 518 899 
508 638 641 706 
6 454 519 904 
156 386 750 943 
353 822 883 908 
287 447 694 939 
671 704 818 979 
51 81 310 515 
156 215 295 357 
117 233 348 573 
64 348 370 471 
249 323 533 654 
41 184 587 745 
159 310 511 802 
433 530 656 975 
471 766 868 900 
537 545 627 718 
100 283 900 919 
557 612 927 966 
473 573 746 756 
62 129 443 769 
105 298 610 899 
217 223 241 589 
55 449 680 773 
35 392 876 935 
561 570 582 727 
236 540 865 923 
360 759 873 901 
219 370 567 595 
354 828 845 876 
601 677 756 842 
the 45th hypergraph
45 170 205 642 
97 200 516 939 
25 386 424 484 
477 759 763 891 
496 547 688 715 
45 315 557 610 
46 513 629 835 
460 600 690 764 
545 613 919 932 
121 261 615 713 
110 477 928 957 
457 743 964 980 
63 682 683 915 
135 764 812 832 
374 525 656 768 
81 341 487 981 
185 427 641 842 
56 229 593 641 
136 455 534 799 
77 706 812 916 
195 323 533 646 
128 165 578 616 
267 302 594 815 
354 502 557 642 
116 407 561 618 
100 249 854 908 
112 449 453 971 
314 673 809 877 
390 487 682 990 
169 203 617 861 
344 436 654 904 
226 576 785 883 
200 461 797 874 
282 418 620 946 
206 412 653 881 
91 108 247 883 
237 484 968 984 
190 233 472 788 
92 107 669 880 
297 313 327 365 
65 187 366 664 
30 501 747 850 
118 313 487 663 
117 261 928 938 
28 230 488 801 
10 574 845 888 
6 710 882 893 
231 348 633 900 
114 306 625 722 
391 578 759 933 
55 815 869 894 
50 550 619 736 
67 86 326 352 
89 278 826 846 
54 585 674 863 
121 321 501 675 
2 78 387 408 
57 455 469 975 
37 405 411 502 
131 420 473 729 
151 154 358 464 
102 748 908 993 
53 245 451 628 
119 169 669 977 
161 190 198 487 
78 430 738 884 
54 628 808 978 
166 240 654 799 
93 108 498 655 
26 302 397 512 
184 322 752 911 
516 558 766 891 
4 70 442 585 
47 194 669 691 
186 378 856 982 
147 212 569 990 
124 640 917 997 
126 256 445 898 
38 318 904 914 
224 611 729 857 
93 360 419 438 
57 336 581 903 
160 208 843 966 
4 255 378 461 
129 437 761 812 
110 270 405 785 
18 140 160 402 
372 480 601 859 
135 518 602 862 
415 609 817 844 
6 244 383 733 
362 616 776 856 
97 104 117 349 
145 224 687 812 
152 233 721 834 
378 430 444 513 
323 412 714 740 
206 462 495 865 
67 192 201 749 
80 181 366 940 
16 38 627 662 
229 403 660 954 
778 849 864 899 
513 636 684 909 
668 787 795 897 
291 574 608 641 
88 109 426 622 
70 97 507 604 
51 258 509 816 
67 79 344 761 
160 659 775 932 
318 630 907 979 
414 710 752 863 
50 335 431 666 
186 350 843 946 
112 577 870 967 
141 288 612 736 
51 192 637 827 
264 578 858 949 
59 445 650 911 
392 582 649 901 
74 310 446 910 
124 367 574 649 
186 510 861 917 
7 300 598 696 
439 506 828 869 
76 475 942 962 
41 622 778 928 
349 402 494 559 
287 594 637 758 
293 565 643 722 
49 293 890 902 
593 683 895 902 
172 362 879 892 
185 216 262 828 
91 296 343 666 
228 545 564 717 
149 245 660 698 
1 271 844 917 
225 386 544 816 
92 219 304 974 
267 470 537 660 
212 360 556 622 
27 41 839 857 
131 450 788 851 
68 517 759 840 
21 200 532 625 
162 293 540 582 
67 433 860 870 
404 436 493 575 
333 406 410 469 
288 625 667 673 
172 793 919 937 
180 265 336 962 
374 842 933 964 
85 483 528 799 
146 329 428 902 
282 618 807 903 
176 246 338 408 
288 753 907 912 
346 353 594 762 
81 351 649 848 
164 318 332 861 
8 321 754 927 
201 538 662 905 
68 289 577 745 
25 204 281 676 
73 469 877 995 
274 487 602 890 
234 370 560 935 
73 397 642 963 
35 82 587 921 
359 371 687 973 
162 214 420 766 
349 508 599 952 
118 459 812 938 
245 253 676 766 
171 177 371 554 
88 542 696 953 
191 605 668 737 
216 314 330 362 
332 504 851 970 
209 256 452 856 
293 294 476 994 
207 282 484 922 
169 328 739 884 
164 340 464 496 
41 93 542 702 
214 418 617 895 
91 467 489 933 
203 448 545 834 
105 468 653 699 
127 155 348 388 
499 618 648 805 
94 174 347 813 
93 197 578 921 
278 281 493 541 
342 370 621 663 
86 153 177 623 
80 490 767 805 
174 596 628 934 
73 294 518 654 
173 467 726 876 
169 532 619 667 
109 674 749 944 
537 824 843 868 
24 117 680 742 
76 218 529 567 
843 848 954 965 
281 499 766 804 
44 318 939 999 
124 541 689 737 
421 508 800 912 
386 441 703 876 
174 263 564 905 
122 401 680 829 
402 727 770 836 
636 777 915 991 
52 264 382 521 
253 357 680 750 
186 449 934 975 
436 634 672 965 
294 438 548 679 
123 435 674 794 
312 407 596 598 
374 568 583 726 
167 558 669 747 
94 367 503 589 
408 795 841 908 
160 179 525 960 
230 437 529 663 
37 156 638 828 
46 481 575 637 
341 406 569 781 
257 374 496 892 
378 795 824 895 
74 146 359 825 
180 306 474 782 
16 32 683 880 
209 525 693 861 
292 470 779 792 
18 50 288 317 
307 351 519 810 
417 584 645 713 
195 264 531 613 
287 628 804 876 
419 708 852 925 
245 369 696 960 
152 316 504 792 
34 309 549 571 
193 328 780 925 
256 376 497 917 
94 567 771 934 
354 404 948 965 
293 382 469 498 
206 471 809 889 
187 652 975 999 
489 521 786 867 
23 147 462 818 
480 718 905 954 
238 519 923 925 
21 33 119 121 
53 345 497 674 
193 228 237 423 
247 317 663 690 
62 399 663 825 
409 504 827 950 
98 113 151 656 
279 368 791 898 
130 711 863 956 
71 118 349 661 
4 550 771 775 
318 405 489 830 
290 364 604 935 
31 567 719 840 
119 405 586 596 
314 440 608 709 
7 302 495 982 
126 366 399 996 
7 243 399 674 
303 351 520 819 
423 540 660 920 
82 204 528 698 
244 291 552 662 
163 245 687 824 
96 646 673 965 
278 399 449 475 
769 951 976 995 
184 240 420 810 
171 870 879 993 
88 416 428 774 
435 538 711 719 
14 403 448 829 
6 104 708 969 
45 300 336 733 
69 210 581 839 
46 344 593 709 
206 769 978 982 
278 348 353 669 
516 671 688 903 
175 284 514 535 
185 261 684 913 
350 744 862 928 
651 729 734 987 
57 444 455 472 
127 196 376 617 
39 154 155 768 
401 515 706 728 
191 419 508 621 
7 288 532 779 
261 532 863 945 
108 310 504 816 
282 305 794 936 
274 297 599 868 
418 566 632 705 
197 381 833 876 
17 316 923 946 
51 180 299 975 
18 557 620 899 
51 112 269 997 
625 761 769 826 
374 502 602 755 
329 719 727 960 
11 377 599 968 
163 413 485 966 
784 797 799 961 
275 648 924 942 
57 186 424 962 
35 292 904 986 
147 221 383 727 
163 399 419 956 
25 186 650 934 
66 623 744 883 
146 760 939 982 
170 199 305 946 
76 527 737 841 
10 28 658 706 
451 547 977 982 
0 557 798 807 
173 256 707 829 
64 90 134 271 
206 318 516 565 
202 665 861 947 
152 568 728 809 
159 219 275 647 
140 171 629 636 
135 194 823 949 
84 240 307 795 
205 251 783 904 
259 473 576 694 
231 318 501 914 
382 673 716 845 
199 224 236 877 
562 602 684 765 
258 275 595 767 
383 522 681 960 
327 491 666 874 
403 407 546 575 
423 513 556 810 
35 253 871 886 
117 252 313 663 
153 199 294 807 
189 591 665 699 
360 750 751 873 
200 402 601 854 
50 393 486 511 
6 568 577 727 
66 256 352 718 
67 518 685 866 
91 238 583 710 
237 378 618 677 
15 75 280 697 
156 384 623 923 
266 431 692 946 
148 293 421 707 
39 286 738 819 
273 414 513 869 
294 311 524 574 
174 314 463 835 
2 344 511 806 
57 216 861 893 
6 236 470 868 
247 250 309 710 
192 650 782 906 
283 379 800 807 
331 436 564 913 
59 316 704 789 
25 75 630 715 
31 487 539 898 
142 301 382 879 
220 273 510 763 
206 464 494 636 
200 279 302 671 
72 174 898 905 
443 487 544 853 
108 160 404 637 
260 674 718 905 
340 421 762 802 
242 356 813 822 
158 232 522 672 
77 189 683 808 
359 452 657 947 
409 622 656 691 
278 600 801 835 
33 458 492 638 
217 442 560 750 
5 372 415 865 
308 333 630 668 
215 297 715 970 
57 403 776 950 
43 264 546 666 
136 389 433 995 
85 221 295 450 
149 328 568 897 
30 140 347 870 
310 356 593 937 
173 483 686 867 
150 315 807 889 
110 342 661 690 
369 432 824 844 
294 706 915 962 
326 495 545 891 
174 336 377 509 
42 47 485 512 
273 293 535 569 
151 680 823 905 
22 397 863 868 
63 186 357 776 
396 579 821 987 
53 384 419 476 
142 453 607 991 
115 173 494 956 
132 498 827 927 
331 432 846 866 
39 171 278 493 
190 604 629 684 
60 149 548 906 
79 164 746 958 
9 143 192 234 
49 111 201 455 
80 263 365 496 
62 263 860 875 
219 589 758 879 
353 451 646 748 
101 155 465 923 
201 264 754 870 
15 116 195 259 
116 160 464 812 
323 551 596 678 
180 664 796 988 
75 359 742 757 
163 206 866 947 
218 302 562 766 
37 151 369 772 
0 130 752 887 
75 242 687 933 
38 184 596 805 
382 410 507 601 
198 611 897 946 
102 178 331 441 
418 474 489 660 
181 502 533 702 
36 547 810 936 
318 492 713 788 
125 309 716 879 
18 380 656 755 
168 189 413 720 
372 569 661 678 
111 507 559 787 
210 232 722 972 
14 193 200 546 
85 337 491 664 
39 170 422 734 
168 317 934 937 
88 333 631 652 
118 167 442 672 
192 226 377 528 
653 660 789 904 
139 193 750 823 
721 833 882 999 
537 577 853 869 
348 388 476 963 
163 773 876 917 
66 143 282 618 
305 395 698 870 
68 124 175 211 
139 338 340 543 
220 374 541 599 
845 885 933 962 
216 343 856 942 
582 619 900 959 
54 58 514 617 
99 281 446 513 
264 380 639 716 
100 165 407 446 
333 401 737 758 
291 376 408 776 
55 238 277 357 
274 421 703 761 
8 142 613 692 
382 419 478 519 
272 748 843 910 
266 321 649 783 
212 567 574 809 
79 620 739 750 
68 234 330 796 
266 438 464 721 
71 427 557 616 
73 315 623 625 
161 386 580 833 
136 252 496 917 
221 347 436 509 
39 591 619 901 
84 121 312 843 
457 604 806 832 
50 446 760 813 
100 893 925 945 
47 135 164 955 
17 248 717 771 
6 26 266 990 
4 149 253 894 
65 330 617 888 
337 343 452 833 
257 617 673 731 
196 274 822 844 
345 588 741 892 
252 360 556 922 
25 36 436 542 
217 292 325 701 
141 582 590 714 
414 522 572 616 
9 548 591 902 
195 304 429 573 
247 704 790 875 
23 86 348 552 
457 486 891 977 
233 291 400 763 
177 381 580 725 
303 317 350 794 
110 198 232 907 
328 570 584 674 
26 223 298 616 
239 538 709 889 
205 453 918 941 
179 197 234 871 
395 442 695 955 
125 213 376 780 
24 576 623 753 
636 656 925 963 
130 486 575 791 
418 730 947 966 
41 129 135 988 
124 166 417 533 
222 272 537 827 
161 704 754 883 
772 948 973 999 
374 414 590 898 
82 137 639 708 
60 284 661 719 
313 508 677 908 
233 495 623 834 
641 725 740 823 
131 175 357 375 
222 480 711 953 
207 280 309 587 
39 200 324 636 
12 84 604 809 
213 657 679 722 
101 264 422 695 
7 584 898 912 
374 491 848 894 
607 612 638 706 
2 156 802 967 
129 951 954 974 
96 459 545 934 
308 403 779 980 
354 443 727 997 
295 478 653 683 
209 415 649 970 
21 25 354 573 
238 461 713 765 
38 238 491 568 
122 776 855 990 
32 72 266 693 
638 797 875 979 
307 345 597 982 
409 471 593 920 
84 101 260 502 
138 480 530 853 
480 541 629 842 
135 325 376 443 
31 239 749 908 
475 517 684 834 
63 457 763 807 
4 417 478 570 
306 479 644 750 
21 472 665 688 
216 385 704 720 
14 251 523 669 
284 558 796 973 
273 389 595 745 
181 246 462 767 
81 594 762 955 
67 109 386 442 
432 433 519 998 
129 265 690 898 
14 167 315 454 
357 501 588 590 
180 216 546 576 
448 608 851 859 
89 153 336 800 
256 352 375 761 
172 588 787 870 
187 222 504 605 
59 233 314 769 
19 40 602 898 
3 390 555 557 
471 489 784 948 
523 639 742 849 
209 226 580 839 
171 297 495 658 
28 538 730 739 
485 615 681 716 
373 745 866 886 
258 355 561 815 
11 470 633 918 
44 271 394 562 
92 305 388 592 
541 684 761 893 
409 636 870 962 
469 833 891 991 
168 447 598 693 
136 160 487 562 
400 442 523 714 
16 723 888 999 
5 368 663 891 
478 617 827 937 
76 410 474 636 
504 595 602 992 
99 748 771 806 
0 487 690 749 
50 328 707 990 
232 553 698 798 
223 348 380 797 
19 137 140 965 
37 272 828 961 
97 491 874 882 
11 270 473 985 
162 303 615 641 
88 142 460 967 
545 562 736 938 
21 167 383 511 
244 338 894 906 
294 729 779 847 
358 576 635 781 
459 648 726 863 
250 549 624 866 
24 207 495 732 
75 134 661 670 
295 601 798 988 
268 507 596 841 
363 537 794 864 
33 220 268 785 
137 204 231 955 
36 245 449 997 
148 434 595 923 
423 477 583 812 
72 107 457 974 
153 448 474 761 
118 119 212 650 
170 327 604 663 
20 78 305 599 
23 380 557 820 
201 212 785 826 
314 727 800 964 
283 346 478 914 
148 659 812 884 
52 546 705 995 
99 516 554 888 
35 198 325 941 
437 554 813 831 
77 486 687 728 
79 597 797 873 
117 304 814 958 
109 317 732 980 
83 453 687 832 
52 99 195 848 
624 703 770 883 
94 384 582 873 
215 461 624 744 
259 535 611 670 
293 326 410 754 
225 533 603 872 
61 433 599 681 
24 87 202 663 
411 504 853 933 
157 239 329 739 
157 644 681 922 
97 745 752 957 
