the 0th hypergraph
443 603 643 
189 201 962 
222 477 947 
497 547 582 
179 387 692 
245 317 351 
281 485 779 
163 271 740 
183 621 716 
76 505 587 
66 192 818 
148 593 639 
217 329 863 
22 207 306 
553 844 971 
263 264 828 
327 472 696 
569 814 960 
104 200 304 
459 574 765 
107 113 527 
224 530 910 
499 648 786 
93 511 867 
292 344 730 
85 390 452 
7 201 702 
39 716 905 
392 613 675 
794 961 963 
392 810 835 
218 767 768 
212 328 908 
112 604 686 
694 776 920 
187 505 568 
47 125 173 
83 797 798 
64 293 757 
45 804 847 
426 666 970 
79 340 772 
300 768 948 
66 183 782 
236 530 861 
109 449 981 
400 555 587 
127 307 683 
460 550 761 
337 724 900 
698 759 999 
6 82 735 
80 367 494 
238 829 936 
433 548 887 
353 517 886 
43 268 798 
493 523 829 
174 743 927 
525 634 878 
211 243 475 
188 301 799 
110 325 340 
66 142 983 
127 709 798 
645 712 904 
353 424 931 
128 487 543 
844 908 959 
33 207 983 
23 713 871 
635 862 897 
422 695 792 
67 419 499 
55 270 535 
198 533 599 
66 230 243 
307 794 992 
41 517 601 
434 625 843 
338 525 851 
130 401 977 
88 302 943 
424 505 647 
82 359 402 
578 692 836 
344 852 895 
36 592 639 
258 303 583 
206 233 557 
79 483 940 
543 546 843 
163 184 539 
579 581 683 
283 440 996 
636 812 939 
352 354 942 
216 424 848 
128 184 620 
111 232 879 
344 725 871 
21 168 174 
570 602 888 
374 564 712 
107 859 870 
545 813 843 
495 643 863 
186 384 919 
128 678 955 
134 336 666 
326 889 997 
355 639 948 
108 152 226 
129 287 667 
87 239 577 
205 793 957 
116 434 927 
306 747 870 
39 96 154 
291 736 990 
5 768 853 
222 299 864 
122 208 443 
425 455 704 
151 258 825 
426 598 704 
213 302 998 
295 808 923 
7 36 672 
174 689 896 
285 517 953 
170 525 710 
614 898 996 
53 65 331 
44 833 946 
119 525 555 
607 613 925 
144 237 740 
352 508 533 
208 330 473 
309 377 398 
58 721 787 
75 155 381 
399 408 840 
167 347 584 
427 506 810 
50 610 863 
189 303 972 
104 152 382 
199 487 537 
212 671 743 
228 495 716 
189 736 966 
441 588 615 
93 335 774 
251 657 850 
147 774 889 
293 405 689 
201 251 777 
17 545 631 
68 330 888 
34 208 785 
9 186 461 
8 75 587 
244 363 705 
42 192 822 
218 441 805 
399 504 987 
59 945 985 
627 654 919 
524 548 804 
119 237 249 
478 488 721 
129 293 522 
11 183 243 
240 708 878 
228 266 703 
500 763 880 
357 814 971 
447 622 984 
356 359 396 
144 475 881 
37 190 342 
250 640 982 
101 469 672 
320 784 842 
472 572 600 
152 728 805 
130 220 713 
677 818 982 
16 483 869 
177 530 813 
764 831 856 
109 365 682 
666 790 987 
337 415 594 
60 91 397 
218 476 511 
266 532 982 
107 753 874 
541 628 645 
319 506 516 
81 138 441 
781 947 974 
161 725 733 
126 522 566 
58 362 878 
317 512 994 
319 582 805 
304 396 579 
455 729 938 
283 904 955 
231 486 644 
270 352 967 
443 719 882 
565 862 983 
68 724 996 
277 372 479 
322 454 838 
318 694 826 
270 563 882 
594 624 984 
503 821 921 
206 269 821 
305 543 919 
190 214 306 
688 768 975 
219 564 656 
326 913 918 
21 337 933 
174 286 818 
173 257 661 
215 221 848 
428 498 587 
219 339 824 
176 196 966 
290 384 615 
77 617 739 
79 533 652 
45 543 649 
147 527 774 
204 657 785 
226 308 854 
372 709 779 
398 656 786 
42 281 747 
94 776 855 
477 879 996 
439 895 977 
305 402 674 
252 662 732 
111 512 890 
82 331 335 
19 842 858 
78 594 898 
299 622 833 
761 767 828 
465 573 635 
259 423 744 
662 847 974 
92 991 992 
2 57 700 
249 598 723 
128 325 631 
39 409 978 
440 655 734 
10 14 595 
114 183 288 
11 560 748 
198 512 827 
507 654 717 
149 633 671 
193 577 931 
58 287 491 
279 649 769 
168 272 376 
286 727 783 
144 475 632 
260 383 820 
213 377 521 
572 783 793 
212 334 899 
403 806 937 
442 508 679 
212 568 702 
140 351 692 
105 165 795 
268 287 875 
152 208 802 
136 520 636 
322 383 878 
137 370 964 
219 780 819 
466 733 807 
247 476 824 
26 435 766 
493 519 547 
452 592 883 
4 717 808 
268 483 701 
472 485 713 
120 933 981 
370 654 992 
264 693 707 
142 264 655 
669 782 903 
67 807 945 
298 343 595 
10 698 794 
101 193 917 
417 857 968 
82 91 894 
137 424 982 
34 91 773 
125 488 810 
211 373 901 
436 483 907 
486 522 816 
162 703 948 
498 782 928 
145 392 474 
127 679 940 
28 355 991 
198 344 595 
288 453 552 
616 946 967 
463 688 733 
278 818 985 
144 286 334 
501 623 716 
36 764 988 
110 509 645 
274 568 835 
471 732 898 
558 628 995 
44 494 659 
121 229 985 
439 763 862 
580 875 911 
331 519 916 
243 292 574 
465 479 734 
512 581 971 
740 758 919 
456 742 830 
27 701 707 
185 322 694 
254 385 753 
49 156 629 
450 659 844 
293 414 651 
486 629 665 
243 863 945 
203 542 750 
252 267 805 
128 803 827 
58 268 417 
93 410 885 
783 933 948 
684 733 829 
25 570 888 
200 321 988 
110 256 689 
118 644 794 
754 859 926 
426 503 947 
12 186 788 
12 431 821 
88 377 792 
432 657 915 
161 519 545 
103 323 473 
66 422 823 
414 758 938 
72 441 867 
8 526 571 
374 397 502 
15 726 924 
432 613 731 
72 802 992 
284 533 957 
370 648 928 
10 355 672 
576 759 875 
447 662 903 
164 206 254 
97 212 956 
160 669 957 
136 336 903 
403 416 894 
706 739 990 
141 172 275 
38 311 890 
332 772 998 
438 719 908 
231 247 686 
75 715 986 
84 162 976 
136 683 740 
112 665 880 
237 323 600 
208 378 877 
216 704 867 
55 290 941 
78 439 497 
105 446 478 
21 352 641 
260 306 400 
357 697 742 
131 132 802 
45 167 376 
298 432 460 
572 815 884 
8 709 817 
245 258 314 
596 636 897 
280 415 877 
52 263 756 
94 510 526 
188 561 647 
56 369 598 
159 813 894 
155 270 546 
209 300 343 
622 736 768 
139 674 727 
139 313 581 
222 493 650 
268 396 777 
423 531 698 
229 618 776 
171 808 941 
166 699 774 
267 581 600 
239 316 713 
260 624 943 
94 432 845 
36 470 536 
13 278 584 
875 899 976 
154 380 740 
364 766 866 
781 796 945 
208 528 592 
65 129 279 
576 622 791 
132 150 164 
281 636 745 
38 144 514 
152 516 657 
73 424 739 
484 610 712 
81 629 691 
76 285 485 
320 404 569 
181 276 333 
22 203 434 
578 646 854 
235 317 956 
379 765 991 
245 407 716 
509 873 891 
376 390 889 
12 316 614 
329 355 443 
407 493 606 
51 94 937 
334 438 474 
60 409 894 
261 677 942 
228 697 741 
30 306 547 
682 833 926 
93 520 827 
386 593 618 
131 188 806 
233 507 544 
186 732 944 
51 860 924 
538 655 699 
159 328 575 
125 966 990 
288 928 987 
194 917 950 
414 428 676 
427 510 906 
746 796 862 
166 384 766 
65 561 745 
145 516 531 
123 418 479 
248 371 839 
101 466 623 
452 794 820 
178 448 535 
342 637 754 
601 841 953 
568 591 679 
436 841 948 
298 555 641 
61 106 181 
389 583 785 
101 610 745 
87 413 658 
121 138 774 
99 110 549 
2 243 795 
439 460 994 
19 774 907 
476 722 984 
380 628 950 
107 117 388 
332 713 855 
82 358 582 
85 332 924 
142 227 847 
422 452 926 
25 543 644 
58 401 452 
456 747 749 
362 371 906 
132 480 683 
390 541 915 
17 42 725 
186 506 786 
579 757 924 
275 330 844 
139 621 626 
271 526 804 
371 452 861 
276 400 599 
85 244 298 
184 196 577 
776 800 928 
189 202 850 
57 315 466 
287 513 936 
433 464 889 
136 503 927 
499 947 997 
46 164 466 
240 614 957 
294 631 865 
502 733 852 
220 584 871 
8 208 477 
258 284 667 
202 633 732 
322 389 687 
67 134 702 
79 227 357 
332 514 697 
649 968 976 
121 629 964 
117 179 493 
55 603 891 
3 215 662 
48 192 459 
580 680 722 
477 615 652 
36 68 536 
500 596 901 
50 82 197 
339 360 986 
191 193 355 
109 224 593 
280 467 959 
295 677 702 
306 498 582 
46 705 766 
139 888 919 
805 833 961 
194 297 794 
85 121 222 
27 48 890 
198 789 791 
65 391 780 
27 118 894 
30 870 981 
525 722 757 
252 584 592 
419 720 728 
151 264 665 
49 560 783 
12 118 534 
424 613 802 
546 570 778 
78 201 858 
99 439 940 
450 754 839 
66 288 731 
149 270 896 
168 180 335 
46 295 721 
119 271 322 
491 653 782 
149 413 482 
556 972 983 
112 715 921 
561 723 908 
1 470 882 
25 170 351 
163 873 979 
167 389 847 
328 661 848 
266 355 398 
7 80 143 
116 494 806 
400 501 704 
512 644 987 
15 479 736 
60 314 729 
150 798 940 
34 267 644 
290 362 891 
103 713 761 
75 232 902 
18 149 505 
156 248 992 
154 399 776 
515 893 897 
51 106 961 
111 667 842 
315 549 629 
295 413 430 
110 196 578 
538 747 829 
307 725 980 
99 162 710 
21 589 965 
768 792 978 
336 497 562 
137 486 714 
697 796 829 
98 847 864 
385 511 944 
480 524 983 
195 748 814 
261 411 599 
212 380 574 
258 303 929 
382 853 889 
51 130 573 
30 560 929 
35 120 921 
93 286 357 
570 607 699 
26 122 539 
437 516 991 
559 688 711 
67 164 252 
203 334 641 
157 750 888 
775 969 997 
182 233 532 
345 460 740 
558 591 685 
264 398 984 
198 200 781 
296 376 386 
16 246 747 
222 657 958 
676 768 808 
211 272 547 
425 828 843 
408 436 501 
18 109 481 
479 654 771 
152 271 719 
125 127 384 
172 370 759 
66 561 650 
332 543 644 
129 467 535 
22 344 416 
209 380 899 
297 458 725 
317 581 816 
419 660 719 
15 212 743 
317 510 852 
72 270 565 
102 789 940 
167 202 671 
574 728 917 
321 840 843 
81 91 869 
489 773 777 
404 609 815 
22 516 575 
664 732 955 
110 578 739 
278 319 598 
50 398 722 
215 374 527 
125 432 713 
274 603 790 
104 267 406 
203 372 380 
5 104 441 
215 540 549 
17 521 530 
2 242 512 
322 765 998 
343 567 881 
311 562 858 
417 679 688 
418 871 880 
399 657 736 
857 958 985 
200 444 640 
219 399 465 
260 433 870 
207 468 511 
635 868 940 
36 133 152 
242 730 931 
166 779 873 
324 369 639 
81 152 407 
197 386 391 
234 924 961 
121 467 654 
665 822 994 
296 529 534 
142 341 362 
137 285 668 
637 697 825 
306 743 929 
637 772 931 
526 589 821 
145 474 607 
286 721 843 
226 645 806 
177 436 988 
108 338 919 
561 892 930 
108 297 768 
361 630 984 
306 453 734 
124 544 826 
237 301 897 
99 183 254 
499 639 898 
305 373 782 
282 473 499 
293 348 505 
134 323 948 
2 484 822 
268 782 993 
422 489 971 
45 809 891 
252 501 991 
216 874 962 
230 361 958 
496 553 920 
107 246 287 
649 938 949 
157 422 629 
293 307 550 
669 916 951 
33 525 715 
205 584 765 
369 753 894 
148 346 620 
468 533 757 
675 765 885 
449 736 749 
141 747 774 
382 646 820 
149 456 780 
429 537 990 
287 434 739 
124 381 931 
114 220 392 
404 634 679 
14 160 870 
420 438 498 
212 381 537 
811 919 967 
447 638 971 
16 554 626 
198 235 914 
384 387 674 
190 581 588 
437 531 805 
123 663 703 
62 930 955 
328 448 623 
112 496 890 
380 489 850 
225 576 592 
426 445 548 
32 227 287 
45 375 743 
137 264 896 
167 477 546 
179 779 897 
420 530 747 
273 342 857 
197 221 260 
141 637 717 
27 254 268 
390 522 873 
156 392 815 
346 734 992 
38 49 668 
170 447 716 
375 553 751 
585 921 989 
215 748 806 
248 726 819 
217 388 662 
216 681 970 
238 304 510 
164 311 710 
10 114 505 
250 606 953 
381 663 849 
199 322 752 
135 307 983 
235 411 909 
347 471 712 
535 793 965 
694 927 979 
468 831 898 
8 194 676 
538 550 922 
405 677 803 
3 522 802 
356 701 834 
567 700 906 
540 758 948 
146 255 314 
56 535 904 
506 630 935 
66 188 916 
455 626 912 
134 695 709 
68 721 794 
205 493 895 
298 925 994 
169 224 522 
317 668 926 
27 389 670 
154 269 821 
237 778 875 
250 597 866 
41 786 901 
384 605 617 
182 561 755 
53 138 665 
651 905 990 
255 562 779 
202 643 773 
197 419 818 
67 335 642 
366 457 537 
625 803 857 
128 190 446 
248 282 798 
222 961 978 
589 685 905 
171 339 552 
381 406 673 
169 194 214 
66 344 498 
39 780 895 
311 393 455 
73 620 988 
109 274 872 
14 232 639 
164 472 810 
261 827 913 
102 537 587 
95 476 740 
214 615 833 
256 292 555 
53 256 563 
229 726 819 
53 445 897 
244 251 323 
227 357 616 
414 630 637 
129 638 671 
91 293 674 
635 653 769 
11 516 886 
61 278 301 
40 414 518 
57 400 643 
207 287 450 
374 414 837 
155 168 860 
100 462 957 
153 460 700 
35 667 763 
739 878 885 
92 240 319 
182 406 419 
185 435 842 
171 329 974 
443 766 978 
10 19 481 
2 175 231 
369 537 645 
28 262 470 
90 229 755 
159 178 204 
189 801 957 
133 323 545 
102 590 683 
474 959 990 
214 332 420 
574 689 956 
169 265 701 
155 439 523 
420 891 953 
851 860 937 
181 203 735 
80 407 578 
308 332 408 
53 338 514 
73 177 876 
174 308 448 
452 573 706 
217 336 438 
96 767 892 
387 496 600 
278 646 696 
813 856 883 
783 897 988 
488 900 906 
76 510 741 
526 586 883 
525 620 650 
17 138 955 
244 462 524 
54 213 243 
70 397 591 
188 320 760 
181 663 684 
339 539 996 
464 535 585 
144 514 891 
81 355 634 
144 150 911 
517 711 725 
383 538 986 
110 222 915 
326 723 766 
77 156 298 
257 676 881 
350 362 530 
318 324 477 
47 117 666 
347 365 755 
412 635 647 
11 313 942 
305 664 848 
60 168 786 
207 515 527 
44 523 546 
18 374 572 
245 825 845 
858 887 925 
767 788 989 
436 539 858 
199 598 741 
105 615 881 
640 786 939 
153 346 798 
149 464 569 
136 364 603 
481 763 791 
115 152 217 
191 732 888 
516 651 707 
99 225 443 
98 104 254 
369 506 721 
502 648 771 
50 554 711 
473 589 625 
86 605 721 
89 139 784 
278 881 906 
519 654 695 
507 804 926 
335 641 670 
77 82 171 
278 336 586 
240 752 760 
102 331 700 
110 267 278 
838 842 995 
62 81 310 
335 436 491 
638 753 804 
635 843 965 
32 216 245 
803 877 917 
6 623 914 
169 553 737 
814 936 960 
12 180 427 
89 345 946 
28 491 980 
244 263 385 
0 478 682 
244 573 595 
278 314 324 
227 243 500 
143 380 471 
314 693 976 
178 464 786 
31 178 939 
394 645 963 
556 560 854 
384 539 755 
219 470 692 
246 460 529 
207 888 965 
439 882 895 
88 176 718 
337 355 484 
419 907 922 
21 34 344 
103 308 513 
361 596 866 
373 754 924 
500 776 917 
92 111 620 
267 876 930 
41 446 946 
235 405 814 
154 233 698 
141 148 818 
367 874 877 
5 373 571 
390 625 684 
48 489 851 
30 678 980 
282 489 735 
390 447 611 
63 626 851 
78 146 849 
85 341 401 
462 583 640 
464 751 979 
435 794 817 
366 731 786 
554 579 985 
261 779 951 
320 532 754 
81 694 786 
140 260 838 
5 14 248 
85 228 417 
379 430 683 
89 749 883 
195 456 832 
49 321 401 
91 179 517 
160 299 401 
44 206 825 
307 401 548 
109 417 573 
537 656 717 
4 410 789 
270 724 987 
28 511 908 
138 464 532 
262 473 832 
540 554 732 
112 443 840 
342 412 521 
123 410 925 
222 778 836 
677 835 893 
3 70 433 
176 864 959 
561 687 912 
173 244 807 
384 773 891 
117 198 674 
266 289 700 
155 717 879 
363 642 680 
190 415 846 
472 520 542 
342 443 515 
23 536 576 
347 524 945 
302 582 790 
334 364 964 
15 647 732 
707 830 911 
646 820 829 
735 951 997 
240 467 540 
3 737 762 
450 524 632 
36 54 792 
218 760 878 
285 647 691 
540 675 808 
436 442 451 
518 677 689 
166 238 562 
225 372 570 
37 123 706 
137 219 997 
30 446 756 
160 970 971 
88 374 414 
267 530 621 
447 454 888 
24 43 480 
682 934 953 
556 813 923 
668 870 921 
195 223 337 
49 731 924 
226 564 565 
269 536 659 
4 304 741 
487 756 828 
317 619 652 
497 582 758 
59 201 207 
219 839 966 
32 466 791 
30 174 353 
259 451 902 
722 766 784 
218 574 729 
732 802 971 
171 892 965 
426 657 683 
128 361 560 
150 522 629 
336 670 976 
50 188 902 
310 411 602 
310 362 859 
175 268 536 
190 448 638 
236 588 741 
295 723 864 
221 566 898 
254 564 579 
119 202 320 
297 335 693 
127 731 949 
554 829 916 
50 57 281 
109 119 814 
13 345 735 
275 470 749 
536 651 791 
517 594 745 
6 181 995 
693 717 794 
182 184 409 
299 553 901 
687 777 907 
291 481 558 
24 175 471 
258 465 972 
81 422 776 
476 676 990 
280 382 602 
440 566 699 
322 711 751 
374 649 918 
23 46 160 
510 786 884 
221 490 521 
293 393 937 
721 819 855 
297 405 488 
442 709 748 
511 563 638 
562 748 833 
129 751 773 
389 462 936 
130 167 618 
150 340 499 
176 421 811 
380 595 685 
277 510 594 
307 435 768 
280 349 499 
144 603 811 
620 641 805 
432 673 713 
745 748 838 
221 724 937 
497 504 877 
129 175 499 
30 584 790 
104 113 367 
211 440 673 
325 827 993 
114 847 919 
131 297 838 
26 359 792 
35 233 948 
513 652 885 
318 439 541 
107 792 805 
404 519 822 
254 678 689 
29 187 288 
403 473 649 
60 118 823 
368 483 608 
466 488 868 
135 789 935 
2 433 547 
41 551 951 
215 220 305 
265 813 854 
270 669 895 
203 572 585 
38 701 814 
106 387 450 
204 323 922 
626 755 994 
105 334 571 
716 869 914 
38 169 254 
696 837 911 
212 354 817 
55 469 744 
3 224 793 
387 440 902 
395 484 946 
267 344 766 
335 549 791 
555 831 940 
1 662 787 
716 852 924 
430 503 867 
429 435 734 
403 866 952 
403 635 640 
277 499 756 
37 610 657 
150 636 940 
50 337 443 
7 326 783 
23 121 272 
135 137 175 
5 208 302 
263 960 969 
92 268 656 
33 342 669 
30 39 125 
625 920 949 
90 253 286 
451 460 551 
561 642 961 
157 497 876 
848 936 958 
219 680 842 
89 413 953 
71 372 548 
65 540 975 
401 468 858 
50 267 674 
161 810 813 
539 940 955 
56 340 410 
5 401 621 
98 252 431 
372 930 997 
135 315 397 
23 623 772 
25 279 863 
259 366 880 
214 516 807 
460 472 575 
148 429 578 
10 130 679 
488 567 699 
202 404 946 
74 118 919 
105 555 791 
352 399 407 
619 660 729 
706 902 923 
177 605 940 
271 452 928 
114 821 897 
167 730 935 
40 614 766 
371 405 917 
73 422 862 
96 448 578 
84 186 619 
471 601 695 
131 191 335 
274 777 842 
50 552 628 
198 502 565 
54 117 358 
160 644 917 
456 831 836 
277 701 758 
158 225 405 
177 833 978 
375 484 514 
634 657 921 
53 82 478 
234 256 394 
119 280 448 
559 721 764 
460 740 949 
570 703 933 
414 431 862 
379 553 903 
286 860 965 
464 657 701 
317 342 518 
83 322 498 
529 543 833 
31 43 293 
538 896 996 
535 770 976 
422 622 918 
293 655 815 
89 860 913 
371 405 996 
509 749 932 
42 172 233 
26 902 998 
618 621 912 
275 593 715 
294 295 351 
74 211 695 
133 258 858 
157 849 878 
222 424 992 
238 437 635 
78 161 810 
324 697 846 
260 459 966 
58 184 896 
614 927 948 
26 300 598 
321 398 680 
458 611 614 
245 597 957 
297 444 764 
107 259 558 
83 269 862 
417 487 941 
43 350 891 
412 650 830 
80 282 666 
202 247 437 
467 851 906 
154 170 596 
255 287 766 
40 84 452 
166 405 840 
74 231 681 
23 242 967 
53 446 600 
445 905 916 
250 326 359 
494 754 932 
589 651 994 
86 406 732 
45 273 686 
166 700 868 
140 349 529 
194 651 894 
245 553 572 
57 556 644 
86 124 220 
20 508 713 
396 616 860 
304 467 735 
64 456 959 
551 563 733 
160 659 982 
259 389 979 
425 463 639 
20 35 383 
332 336 505 
408 524 588 
164 432 829 
8 472 628 
254 614 958 
339 405 713 
298 344 664 
92 645 961 
295 377 739 
174 406 679 
183 682 751 
259 282 527 
622 752 925 
193 589 652 
34 497 990 
126 153 374 
399 614 994 
80 582 678 
208 725 959 
349 768 887 
16 460 589 
13 354 731 
235 857 868 
99 357 637 
2 21 594 
320 552 647 
3 38 994 
304 454 991 
283 835 954 
156 295 457 
75 864 970 
159 964 988 
38 210 574 
147 473 765 
500 621 844 
36 865 953 
210 413 458 
598 816 965 
241 352 917 
671 904 961 
175 665 711 
281 290 544 
20 219 560 
252 346 499 
16 336 540 
231 566 808 
290 456 936 
111 162 336 
130 364 701 
274 792 844 
418 438 642 
62 268 709 
92 523 606 
733 886 947 
366 591 712 
543 750 897 
616 831 957 
130 135 709 
64 346 368 
504 508 910 
224 273 432 
190 330 495 
330 432 587 
40 511 974 
47 179 265 
151 832 885 
46 281 319 
57 87 339 
437 640 721 
5 521 722 
100 910 942 
157 358 707 
524 613 622 
34 56 966 
642 879 931 
156 294 683 
94 643 666 
567 745 904 
12 359 720 
133 546 628 
576 646 915 
106 523 553 
504 510 550 
190 841 934 
22 624 728 
170 374 772 
284 630 869 
120 280 331 
378 786 863 
271 687 925 
229 300 987 
210 525 747 
241 692 838 
282 330 879 
89 409 783 
512 599 799 
523 653 813 
108 393 562 
277 701 924 
375 737 767 
508 700 749 
443 577 624 
612 685 689 
316 594 812 
105 253 383 
488 613 742 
4 268 621 
485 531 923 
330 746 847 
139 611 775 
214 732 899 
249 444 910 
199 211 407 
83 101 367 
150 788 888 
136 397 741 
377 484 492 
398 686 764 
564 795 946 
499 681 782 
92 447 773 
34 334 669 
94 283 723 
136 227 700 
363 468 801 
30 580 675 
121 257 695 
53 275 681 
176 365 657 
446 990 992 
284 371 431 
45 256 649 
108 942 987 
379 509 729 
225 437 714 
129 178 507 
201 426 540 
144 692 988 
129 242 458 
21 202 759 
357 890 997 
162 391 584 
29 215 519 
702 775 978 
466 524 710 
365 439 462 
329 349 375 
181 242 539 
412 591 632 
624 748 829 
647 669 701 
673 695 833 
63 276 612 
190 483 639 
366 407 672 
296 604 649 
439 536 570 
141 221 591 
539 705 886 
37 140 575 
283 787 865 
399 805 997 
433 562 747 
301 369 686 
77 698 842 
384 888 984 
624 666 951 
279 718 917 
1 463 609 
60 378 900 
166 848 864 
125 563 749 
274 545 562 
124 771 785 
447 802 899 
438 470 985 
483 790 840 
332 357 899 
426 594 987 
205 505 588 
46 357 551 
31 868 905 
224 306 382 
392 678 719 
31 242 634 
384 774 821 
48 617 859 
148 545 721 
341 831 970 
88 333 427 
156 561 947 
177 397 741 
180 667 907 
156 330 408 
657 803 980 
244 341 941 
552 727 955 
178 395 850 
422 572 715 
109 365 679 
176 627 632 
8 81 89 
180 323 825 
75 170 740 
169 740 978 
25 143 949 
203 433 958 
96 653 901 
49 83 175 
409 870 992 
304 445 544 
561 579 761 
78 517 908 
236 667 707 
255 591 986 
87 569 872 
555 904 993 
88 393 668 
85 318 494 
344 802 860 
628 705 956 
229 456 507 
608 621 833 
106 378 500 
415 462 681 
361 597 765 
189 858 901 
14 18 529 
53 142 562 
44 219 976 
18 25 944 
156 292 884 
144 706 843 
194 222 413 
79 343 493 
50 411 852 
398 443 902 
93 263 661 
34 535 562 
121 212 929 
173 729 840 
202 375 892 
107 470 561 
99 746 846 
464 683 891 
495 650 829 
442 838 940 
92 333 706 
146 964 989 
193 495 647 
823 958 962 
185 519 690 
13 479 661 
172 353 696 
84 718 999 
329 608 808 
129 174 325 
323 570 909 
354 796 867 
130 385 806 
144 553 912 
43 820 848 
134 651 779 
732 813 949 
29 463 842 
42 614 787 
2 279 950 
245 300 633 
35 508 671 
629 785 964 
423 508 921 
206 431 549 
141 575 918 
489 707 939 
108 659 723 
28 112 575 
461 496 856 
77 901 924 
427 658 977 
437 591 794 
206 688 755 
322 461 825 
57 69 187 
733 899 971 
143 368 687 
387 467 511 
252 338 464 
639 700 910 
345 456 924 
90 678 688 
703 728 953 
325 802 817 
31 792 793 
702 890 974 
550 724 943 
81 245 646 
423 645 681 
455 640 697 
437 506 832 
282 595 811 
243 529 667 
98 501 971 
219 229 949 
460 461 857 
442 478 876 
609 811 858 
89 281 877 
584 786 859 
273 551 748 
203 405 896 
194 901 944 
80 156 314 
109 131 733 
308 855 868 
150 257 847 
20 627 654 
105 325 992 
10 292 889 
607 842 967 
197 677 854 
86 494 566 
217 299 947 
11 293 411 
252 452 884 
191 270 283 
297 418 426 
7 19 186 
337 692 964 
8 173 286 
659 660 999 
175 325 972 
39 315 896 
47 262 313 
426 715 984 
165 338 441 
505 617 642 
436 499 916 
35 412 474 
76 254 793 
208 310 842 
201 236 708 
102 272 276 
9 235 376 
412 527 586 
266 392 694 
66 317 659 
423 484 808 
57 219 678 
114 357 761 
14 729 902 
332 438 961 
63 77 483 
125 199 365 
383 695 864 
481 596 760 
676 807 906 
210 408 708 
704 730 920 
386 388 575 
614 682 918 
154 160 676 
61 601 696 
11 397 796 
42 256 528 
790 908 960 
402 462 923 
134 305 462 
150 294 874 
376 650 902 
425 666 965 
292 578 719 
44 303 631 
804 807 867 
203 631 875 
132 674 818 
167 915 934 
64 376 652 
12 273 845 
107 496 893 
347 790 868 
12 315 512 
628 679 885 
652 903 962 
36 863 865 
117 172 935 
234 574 999 
185 503 746 
61 496 862 
52 710 888 
407 621 672 
571 716 727 
15 528 610 
316 390 515 
38 40 176 
184 237 573 
160 451 723 
521 890 993 
379 421 861 
340 595 788 
219 274 503 
94 479 933 
215 383 635 
230 269 356 
353 708 857 
396 550 705 
39 650 688 
148 459 788 
73 666 942 
97 601 938 
494 583 605 
269 851 881 
394 651 727 
105 679 755 
148 464 602 
25 476 746 
137 251 659 
582 677 812 
87 381 493 
135 217 976 
0 119 383 
380 729 919 
67 71 511 
654 896 899 
19 494 801 
340 764 831 
121 527 922 
138 262 763 
0 223 961 
241 699 827 
51 839 989 
436 851 876 
38 169 955 
586 864 933 
182 362 902 
34 76 662 
402 887 988 
33 157 629 
127 338 984 
49 438 527 
879 989 990 
178 529 688 
557 668 822 
258 535 559 
118 260 375 
133 721 937 
17 71 691 
108 340 423 
391 453 734 
290 643 970 
114 333 879 
454 507 995 
144 513 910 
16 53 443 
311 681 690 
245 269 418 
64 357 515 
309 556 793 
134 540 730 
375 604 848 
222 363 602 
105 778 894 
464 685 992 
45 136 693 
365 520 919 
243 472 991 
10 520 826 
364 509 944 
108 210 294 
154 241 526 
136 530 618 
112 416 652 
55 192 721 
261 480 611 
259 834 929 
309 447 873 
519 852 869 
382 528 672 
340 976 985 
206 370 904 
679 889 995 
475 602 672 
192 378 472 
33 168 626 
362 390 469 
265 548 575 
199 518 734 
212 613 892 
29 531 881 
62 177 596 
352 595 934 
283 665 731 
318 547 627 
363 550 822 
411 546 952 
448 928 974 
0 499 551 
842 946 983 
323 592 867 
43 149 477 
243 673 752 
26 241 629 
349 615 690 
85 396 651 
246 680 959 
137 177 829 
301 407 953 
3 721 964 
513 652 765 
43 127 410 
226 771 949 
14 318 891 
34 661 886 
106 457 516 
217 390 820 
248 282 929 
118 167 275 
500 605 652 
367 490 834 
45 127 667 
416 915 999 
16 330 678 
200 249 975 
290 296 316 
77 615 949 
287 693 992 
214 413 465 
157 300 783 
29 555 624 
666 707 724 
792 818 963 
62 561 715 
51 534 777 
193 608 834 
418 463 641 
453 509 936 
48 620 695 
95 321 619 
335 337 967 
408 717 839 
144 236 909 
219 374 947 
404 429 628 
503 506 610 
475 654 994 
203 672 795 
288 589 986 
33 238 981 
168 469 635 
124 577 914 
33 500 965 
283 407 804 
118 663 730 
135 664 935 
43 114 877 
297 635 720 
9 299 558 
623 766 932 
427 549 841 
18 194 939 
35 364 555 
99 602 661 
255 732 970 
516 819 902 
170 560 845 
559 744 833 
311 312 370 
165 804 815 
189 281 454 
416 551 716 
610 704 806 
490 817 869 
127 883 933 
613 682 888 
210 577 925 
2 382 424 
583 918 983 
711 726 781 
166 375 847 
35 569 713 
37 411 870 
63 288 714 
388 399 664 
542 846 908 
384 639 837 
117 866 880 
722 911 980 
58 543 777 
146 172 455 
368 596 693 
308 813 848 
118 697 747 
410 560 779 
131 642 973 
555 650 894 
271 279 761 
312 390 885 
27 393 892 
222 342 496 
183 371 601 
191 543 971 
259 818 869 
0 123 307 
123 671 880 
228 664 944 
662 681 941 
51 297 572 
